Nome,Saldo
Mr. Estella Morissette,
Mr. Fredericka Adams,
Mr. Germaine Schoen,
Mr. Gil Mayert,
Mr. Glenn MacGyver,
Mr. Guillermo Runolfsdottir,
Mr. Harry Leuschke,27.68
Mr. Hong DuBuque,
Mr. Hugo Ebert,
Mr. Hyon Gutmann,
Mr. Ileen Daugherty,
Mr. Jacob Maggio,
Mr. Jake Schuster,
Mr. Jeffery Hartmann,
Mr. Jenette Erdman,
Mr. Jermaine Torp,
Mr. Jillian Bashirian,
Mr. Joan Schumm,
Mr. Joey Batz,
Mr. Jonas Ankunding,
Mr. Jonas Kerluke,
Mr. Jonnie Feest,
Mr. Joshua Heller,
Mr. Karole Greenfelder,
Mr. Kasey Cormier,
Mr. Keiko Moore,
Mr. Kellee Parker,
Mr. Kenneth Kassulke,
Mr. Kurt Reilly,
Mr. Lai Runolfsson,
Mr. Lakita Rolfson,
Mr. Lan Corwin,
Mr. Latrice Schaefer,
Mr. Lennie Powlowski,
Mr. Les Nienow,
Mr. Lili Stehr,
Mr. Lionel Willms,
Mr. Lore Pacocha,
Mr. Lu Christiansen,
Mr. Ludie Lueilwitz,
Mr. Luis Bernhard,
Mr. Lynne Carter,
Mr. Malissa Heidenreich,
Mr. Man Fay,
Mr. Maragaret Olson,
Mr. Maranda Greenholt,
Mr. Marc Larkin,
Mr. Marina Christiansen,
Mr. Marisa Bartoletti,
Mr. Matilda Heidenreich,
Mr. Mauricio Gusikowski,
Mr. Mauro Senger,
Mr. Melodie Blanda,
Mr. Natalie Feil,
Mr. Neda Reynolds,
Mr. Orville Hodkiewicz,
Mr. Ozzie Bahringer,
Mr. Raymond Emmerich,
Mr. Reda Marquardt,
Mr. Renata Yundt,
Mr. Robert Franecki,
Mr. Rochell Kovacek,
Mr. Roderick Beer,
Mr. Roxann Dietrich,
Mr. Sarai Dietrich,
Mr. Sarai Paucek,
Mr. Shaun Schiller,
Mr. Sheri Schaden,
Mr. Sherron Gusikowski,
Mr. Son Rice,
Mr. Stan Beer,
Mr. Stan Mayert,
Mr. Stefan Nitzsche,
Mr. Tad Bechtelar,
Mr. Teddy Kirlin,
Mr. Terra Rogahn,
Mr. Tobie Rutherford,
Mr. Torrie Hackett,
Mr. Vance Brekke,
Mr. Velda Labadie,
Mr. Vicente Davis,
Mr. Waldo Von,
Mr. Werner Kemmer,
Mr. Whitney Barton,
Mr. Wiley Mann,
Mr. Wiley Schulist,59.88000000000001
Mr. Williams Stoltenberg,
Mr. Wilma Nader,
Mr. Zachery Olson,
Mrs. Alene MacGyver,
Mrs. Ariel Prosacco,
Mrs. Ashlyn Leuschke,
Mrs. Augustus Rolfson,
Mrs. Azucena Tremblay,
Mrs. Barbera Treutel,
Mrs. Benito Treutel,
Mrs. Bernardo Zieme,
Mrs. Beth O'Connell,
Mrs. Bobbie Prohaska,
Mrs. Bong Raynor,
Mrs. Bryce Kuvalis,
Mrs. Bryon Krajcik,
Mrs. Carter Macejkovic,
Mrs. Cecil Witting,
Mrs. Clarence Padberg,
Mrs. Clayton Kuvalis,
Mrs. Cordell Ratke,
Mrs. Coretta Reilly,
Mrs. Corinna Schmitt,29.269999999999996
Mrs. Cristie Runolfsson,
Mrs. Damion Hettinger,
Mrs. Damon Kozey,
Mrs. Dania Stanton,
Mrs. Darnell Murazik,
Mrs. Debra Jacobson,
Mrs. Deeanna Rowe,
Mrs. Delbert Swift,
Mrs. Dell Kassulke,
Mrs. Denese Lehner,
Mrs. Dewitt Batz,
Mrs. Dominique Christiansen,
Mrs. Donte Runolfsdottir,
Mrs. Eldridge Schowalter,
Mrs. Ellsworth Pollich,
Mrs. Elmer Morissette,
Mrs. Ernie Beier,
Mrs. Errol Ferry,
Mrs. Farrah Considine,
Mrs. Faustino Senger,
Mrs. Felipa Toy,
Mrs. Freddie Wisozk,
Mrs. Frederic Sanford,
Mrs. Frederick Lebsack,
Mrs. Galen Gleason,
Mrs. Gary Schmitt,
Mrs. Gaston Crist,
Mrs. Gaston Wolf,
Mrs. Gerald Johnson,
Mrs. Gina Corwin,
Mrs. Ginger Reichert,
Mrs. Granville Frami,
Mrs. Isiah Barrows,
Mrs. Jacob Hansen,
Mrs. Jarred Lehner,
Mrs. Jeffery Quigley,
Mrs. Jerry McDermott,
Mrs. Joane Dooley,
Mrs. Jody Dietrich,
Mrs. Jonah Dach,
Mrs. Jonna Weber,
Mrs. Jose Stark,
Mrs. Judson Ullrich,
Mrs. Justa Schoen,
Mrs. Kareem Gleichner,
Mrs. Karri Weber,
Mrs. Katrina Keebler,
Mrs. Kaylee Waelchi,
Mrs. Keisha Stokes,
Mrs. Kelli Steuber,
Mrs. Keneth Shields,
Mrs. Kerstin Schmidt,
Mrs. Keven Yost,
Mrs. Kirby Adams,
Mrs. Kurtis Orn,
Mrs. Lacy Erdman,
Mrs. Leigh Shanahan,
Mrs. Leoma Towne,
Mrs. Lolita Prosacco,
Mrs. Lottie Medhurst,
Mrs. Lovella Lindgren,
Mrs. Mardell Jones,
Mrs. Marisha Koss,
Mrs. Marlon Bayer,
Mrs. Marty Connelly,
Mrs. Meaghan Schumm,
Mrs. Michel Baumbach,
Mrs. Morgan Schulist,
Mrs. Ned Langworth,
Mrs. Norbert Mohr,
Mrs. Otis Price,
Mrs. Peter Gottlieb,
Mrs. Raven Breitenberg,
Mrs. Reyes Miller,
Mrs. Rigoberto Corwin,
Mrs. Rozella Gusikowski,
Mrs. Rudy Goyette,
Mrs. Sabine Parker,
Mrs. Sanjuana Hodkiewicz,
Mrs. Sarah Dickinson,
Mrs. Season Halvorson,
Mrs. Shantel Carter,
Mrs. Shenita Jast,
Mrs. Tad Paucek,
Mrs. Tanja Cassin,
Mrs. Tari Medhurst,
Mrs. Taryn Legros,
Mrs. Thurman Witting,
Mrs. Tyrell O'Reilly,
Mrs. Vera Emmerich,
Mrs. Vincenzo Conroy,
Mrs. Virgil Johnston,
Mrs. William Smith,
Ms. Abram Mayert,
Ms. Ahmed O'Conner,
Ms. Alaine Dietrich,
Ms. Alan Rice,
Ms. Amberly Quigley,
Ms. Andreas Osinski,
Ms. Angeles Braun,
Ms. Archie D'Amore,
Ms. Aubrey Mertz,
Ms. Aurora Dicki,
Ms. Azzie Stehr,
Ms. Barrett Schulist,
Ms. Becky Schuppe,
Ms. Bo Lang,
Ms. Boyce Daniel,
Ms. Boyd Kovacek,
Ms. Bryce Monahan,
Ms. Buck Torphy,
Ms. Carmelo Wilkinson,
Ms. Chet West,
Ms. Christal Crooks,
Ms. Clement Howe,
Ms. Cleta Kuhn,
Ms. Dan Langworth,
Ms. Danilo Kunde,
Ms. Danny Koelpin,
Ms. Dante Welch,
Ms. Deidre Fadel,
Ms. Desirae Bahringer,
Ms. Dillon McDermott,
Ms. Dionna Windler,
Ms. Dominick Schneider,
Ms. Donald Labadie,
Ms. Dorsey Kreiger,
Ms. Emma Gleichner,
Ms. Enoch Skiles,
Ms. Ervin Nicolas,
Ms. Fausto Littel,
Ms. Fidel Larson,
Ms. Fidel Schuppe,
Ms. Florencio Stokes,
Ms. Floyd Harris,
Ms. Freddie Smith,
Ms. Garnet Lubowitz,
Ms. Gregory Moen,
Ms. Gwyneth O'Kon,
Ms. Halina Kuhic,
Ms. Heidi White,
Ms. Hester Reichert,
Ms. Hosea Kreiger,
Ms. Isaias Mayert,
Ms. Ismael Lakin,
Ms. Issac O'Reilly,
Ms. Jaime Hudson,
Ms. Jami McDermott,
Ms. Jarod Bayer,
Ms. Jazmin Stokes,
Ms. Jennifer Towne,
Ms. Jinny Breitenberg,
Ms. Jodie Zboncak,
Ms. Johnathan Ritchie,
Ms. Johnette Watsica,
Ms. Johnie Rippin,
Ms. Johnnie Volkman,
Ms. Jonnie Stamm,
Ms. Kate Hartmann,
Ms. Keith Sporer,
Ms. Kelli Ferry,
Ms. Kermit Gibson,
Ms. Kristopher Farrell,
Ms. Lael Torphy,
Ms. Lashawn Maggio,
Ms. Lazaro Ward,
Ms. Len Wolf,
Ms. Les Lubowitz,
Ms. Lewis Waelchi,
Ms. Linwood Schmitt,
Ms. Lucio Yost,
Ms. Madalyn Reynolds,
Ms. Malik Crist,
Ms. Maribel Howe,
Ms. Maritza Anderson,
Ms. Martin Gutmann,
Ms. Maryanne Balistreri,
Ms. Maryln Lockman,
Ms. Missy Bartell,
Ms. Misty Little,
Ms. Nelia Abshire,
Ms. Norberto Lehner,
Ms. Olen Rutherford,
Ms. Oliver Swift,
Ms. Pamula Halvorson,
Ms. Petrina Pfeffer,
Ms. Rachele Bechtelar,
Ms. Ramiro Hyatt,
Ms. Raymond Crooks,
Ms. Rebeca Lockman,
Ms. Reed Kuhic,
Ms. Rickey Will,
Ms. Robt O'Keefe,
Ms. Robt Zboncak,
Ms. Rodrigo Hansen,
Ms. Ronnie Bahringer,
Ms. Rosie Spencer,
Ms. Santiago Johnson,
Ms. Shanelle Spinka,
Ms. Shaquita Gibson,
Ms. Shea Hane,
Ms. Sibyl Schaden,
Ms. Spencer Bauch,
Ms. Stacie Towne,
Ms. Sung Auer,
Ms. Sunni Johnson,
Ms. Sydney Rohan,
Ms. Tyler McGlynn,
Ms. Ursula Beatty,
Ms. Vanesa Mitchell,
Ms. Veola Reynolds,
Ms. Yuriko Balistreri,
Msgr. Ardith Morar,
Msgr. Augustine Thompson,
Msgr. Bettie Simonis,
Msgr. Bobbie Larkin,
Msgr. Bobbye Friesen,
Msgr. Bryon Mann,
Msgr. Burl Hamill,
Msgr. Carlota Green,
Msgr. Carmine Berge,
Msgr. Carmine Dietrich,
Msgr. Carri Moen,
Msgr. Caryl Strosin,
Msgr. Catherine Pfannerstill,
Msgr. Coleman Johns,
Msgr. Cordell Gibson,
Msgr. Cordell West,
Msgr. Danika Ullrich,
Msgr. Dann Blanda,
Msgr. Darnell Rolfson,
Msgr. Darwin Cummings,
Msgr. Deangelo Mayert,
Msgr. Desiree Nienow,
Msgr. Devin Williamson,
Msgr. Dionna Rippin,
Msgr. Donovan Lockman,
Msgr. Drema Lehner,
Msgr. Elisha Heller,
Msgr. Else Kohler,
Msgr. Esmeralda Zulauf,
Msgr. Ettie Morar,
Msgr. Felton Shanahan,
Msgr. Ferdinand Berge,
Msgr. Freeda D'Amore,
Msgr. Garrett Borer,
Msgr. Gaynell Welch,
Msgr. Geoffrey Fay,
Msgr. Glenn Lehner,
Msgr. Grant Boyle,
Msgr. Hai Doyle,
Msgr. Harry Runte,
Msgr. Hayden O'Reilly,
Msgr. Hunter Daugherty,
Msgr. Ilene Feil,
Msgr. Irving Lind,
Msgr. Jacqueline Conn,
Msgr. Jake Hermiston,
Msgr. Jay Fay,
Msgr. Jen Hickle,
Msgr. Jesusita Jenkins,
Msgr. Jimmie Davis,
Msgr. Jonathon Cole,
Msgr. Kam Conroy,
Msgr. Kary Willms,
Msgr. Katina Windler,
Msgr. Kaylee Cole,
Msgr. Lacey Paucek,
Msgr. Lashawn Haley,
Msgr. Logan Tromp,
Msgr. Lolita Upton,
Msgr. Lon Wolff,
Msgr. Lonna O'Connell,
Msgr. Lucinda O'Kon,
Msgr. Luis Kassulke,
Msgr. Malcom Schroeder,
Msgr. Malissa Romaguera,
Msgr. Marceline Corwin,
Msgr. Margot Kuhlman,
Msgr. Maribel Pagac,
Msgr. Michael Rodriguez,
Msgr. Mimi Dickinson,
Msgr. Miriam Parisian,
Msgr. Nigel Huel,
Msgr. Noe Bechtelar,
Msgr. Omar Bartoletti,
Msgr. Omar Mueller,
Msgr. Patricia Heidenreich,
Msgr. Pete Stroman,
Msgr. Phil Ryan,
Msgr. Philomena Beier,
Msgr. Phyllis Morissette,
Msgr. Pia Keebler,
Msgr. Rebeca Konopelski,
Msgr. Rigoberto Schaefer,
Msgr. Robert Larson,
Msgr. Rosalie Green,
Msgr. Ross Sipes,
Msgr. Ruben Ondricka,
Msgr. Rubie Lubowitz,
Msgr. Rudolph Ernser,
Msgr. Rufus Abbott,
Msgr. Sammie Spencer,
Msgr. Samuel Baumbach,
Msgr. Sang Heidenreich,
Msgr. Shannon Mueller,
Msgr. Shelton Tremblay,
Msgr. Shirley Cremin,
Msgr. Shon Olson,
Msgr. Stasia Little,
Msgr. Stevie Feeney,
Msgr. Suzann Mayert,
Msgr. Tequila Kshlerin,
Msgr. Terrilyn Keebler,
Msgr. Theola Price,
Msgr. Tobias O'Hara,
Msgr. Toby Bosco,
Msgr. Tressa Spencer,
Msgr. Wai Price,
Msgr. Willy Hilll,
Msgr. Zetta Schuster,
Mui Hammes CPA,
Mui Mitchell,
Muoi Feeney,
Muoi Hansen Esq.,
Muriel Jenkins,
Murray Crist,
Murray Kassulke LLD,
Murray McGlynn,
Murray Schinner,
Murray Waelchi JD,
My Schroeder,
Myles Cummings,
Myles Kautzer,
Myles Lehner,
Myles Mann,
Myong Klein,
Myra Ankunding,
Myron Dickinson,
Myron Johns,
Myron Schulist Sr.,
Myron Schumm,
Myrta Legros,
Myrtice Becker,
Myrtice Strosin,
Myrtis Wunsch,
Myrtle Christiansen,
Nada Spencer,
Nadia Borer,
Nadia Kassulke,
Nakesha Hahn,
Nakesha Kilback,
Nakita Cummings Sr.,
Nam Braun,
Nancee Morissette,
Nancee Swift Jr.,
Nancey Bruen,
Nancey Considine,
Nancie Cummerata,
Nancie Hackett,
Nancie Towne,
Nancie Ullrich,
Nancy Paucek,
Nannette Jast,
Nannie Sawayn,
Napoleon Durgan,
Napoleon Kris CPA,
Napoleon Upton,46.24
Narcisa Hermann,
Natacha Schmeler,
Natalya Stamm,
Nathan Boyer,
Nathan Gutkowski,
Nathan Murphy,
Nathan Murphy,
Nathanael Hyatt,
Nathanael Quigley,
Nathanael Reinger,
Nathanael Towne,
Nathanael Trantow,
Nathanael Tremblay,
Nathanael Wilkinson,
Nathanial Greenholt,
Nathanial Mitchell,
Nathaniel Maggio JD,
Nathaniel Marquardt,
Nathaniel Reichert,
Natisha Quigley,
Natisha Ullrich,
Natividad Renner,
Natividad Will,
Natosha Kling,
Natosha McCullough,
Neal Bins,
Neal Kertzmann,
Neal Kertzmann,
Neal Lind,
Neal Padberg DO,
Neal Spinka,
Necole Dietrich,
Ned Boyer,
Ned Ortiz,
Ned Windler,
Neda Green,
Neely Runolfsdottir,
Neida Gerhold,
Neida Green,
Neida Jerde IV,
Neida Price,
Neil Pagac I,
Nelia Trantow Jr.,
Nella Dare,
Nelle Hartmann,
Nelle Keeling,
Nellie Keebler,
Nelson Bins,
Nelson Gutmann,
Nelson Heller,
Nelson Nitzsche,
Nelson Schaden,
Nelson Smitham DVM,
Nena Homenick,
Nena Kozey,
Nena Mueller,
Neoma Kunze,
Neomi Bechtelar Ret.,
Nestor Kshlerin,
Nestor Mann,
Nestor Rice,
Nettie Batz PhD,
Nettie Haley,
Neva Bogan,
Neva Douglas,
Neva Effertz,
Neville Auer,
Neville Gibson,
Neville Gleichner,
Neville Goodwin,
Neville Mohr,
Neville Price Sr.,
Newton Carroll VM,
Newton Deckow,
Newton Haag,
Newton Kling PhD,
Newton Legros,
Newton Lind LLD,
Newton Lynch,
Ngan Mohr,
Ngoc Hermann Esq.,
Ngoc O'Reilly,
Ngoc Schuster,
Nia Abbott,
Nia Bernier,
Nicholas Hackett,
Nicholas Heathcote,
Nicholas King,
Nicholas Littel,
Nicholas Lueilwitz,
Nicholas McCullough,
Nicholas O'Hara Ret.,
Nicholas Schiller,
Nicholas Wisozk,
Nichole Hodkiewicz,
Nichole Spinka,
Nicholle Gutmann,
Nicholle Satterfield,
Nick Bayer,
Nick Gerlach,
Nick Kovacek,
Nick Mante,
Nick Schaden DO,
Nick Torp,
Nick West,
Nicki Kuhlman,
Nickie Bashirian,
Nickolas Corkery,
Nickolas Harris,
Nickolas Hintz Sr.,
Nickole Klein,
Nickole Skiles,
Nicky Boyer,
Nicky Lind,
Nicky Mayert,
Nicky Prosacco IV,
Nicol Hoeger,
Nicolas Ankunding,
Nicolas Christiansen,
Nicolas Monahan,
Nicolas Schroeder,
Nicolas Walsh,
Nicolasa Botsford,
Nicolasa Ryan,
Nicolasa Weissnat JD,
Nicole Franecki,-144.59
Nicole Swift,
Nicolette Kreiger,
Nicolette Leffler VM,
Nida Grady Sr.,
Nidia Padberg,
Nidia Schmeler,
Nigel Bernier,
Nigel Cormier,
Nigel Grant,
Niki Rohan DDS,
Nikita Batz,
Nikki Hintz,
Nikki Konopelski,
Nikole Langosh,
Nila Zemlak,
Nilda Zemlak,
Nina Ledner,
Ninfa Renner,
Nisha Gorczany,
Nisha Howell,
Nita Goyette,
Nita Lowe,
Nita Rempel,
Noah Bosco PhD,
Noble Walsh DDS,
Noble Yost Ret.,
Noe Heller PhD,
Noe Treutel,
Noe Wiza,
Noel Hudson II,
Noel Mohr,
Noel Rath V,
Noel Torphy,
Noel VonRueden,
Noelia Johnson,
Noelia Larkin,
Noelia Veum,
Noella Gleason,
Noella Murphy,
Noelle Hilpert,
Noelle Wisozk,
Noemi Bode,
Nolan Altenwerth IV,
Nolan Beier Ret.,
Nora Hickle,
Nora Lesch,
Norah Koss V,
Norbert McClure,
Norbert Sauer,
Norbert Schmitt,
Norbert Zulauf,
Norberto Beer,
Norberto Boyle,
Norberto Gleichner VM,
Norberto Haag,
Norberto Hammes,
Norberto Klein,
Noreen Mueller,
Norene Jerde MD,
Norman D'Amore,
Norman Kerluke,
Norman Langworth VM,
Norman Pacocha PhD,
Norman Upton,
Normand Dooley,
Normand Feeney,
Normand O'Kon,
Normand Smitham,
Norris Doyle,
Norris Morissette JD,
Norris Murphy,
Novella Willms,
Nu Grimes,
Numbers Hamill,
Numbers Hauck DVM,
Numbers Heaney DO,
Numbers Kilback,
Numbers Lockman,
Numbers Pfeffer,
Numbers Stiedemann,
Nydia Boyle VM,
Octavia Douglas,
Octavia Hudson,
Octavio Fay,
Octavio Green,
Octavio Greenfelder,
Octavio Koepp,
Octavio Krajcik DDS,
Octavio Romaguera,
Octavio Ziemann,
Odelia Cassin,
Odelia Mann,
Odell Littel,
Odell Parisian Jr.,
Odell Rice,
Odell Tillman,
Odessa Feeney VM,
Odessa Lesch,
Odessa Renner Sr.,
Odis Keeling,
Odis Mann,
Odis Tillman,
Ok Weissnat,
Ola Cassin,
Ola Johns,
Olen Flatley,
Olen Hudson,
Olen Leannon,
Oleta Rogahn DC,
Olevia Hand,
Olevia Koelpin,
Olimpia Brakus VM,
Olimpia Gutkowski,
Olimpia Jacobson,
Olin Gleason,
Olin Huel,
Olin Kuphal,
Olinda Bechtelar II,
Oliva Gorczany,
Oliva Schumm,
Olive Keebler I,
Olive Torphy,
Oliver O'Kon,
Ollie Casper,
Ollie Moen LLD,
Ollie Murray,
Ollie Powlowski,
Ollie Schulist,
Ollie Skiles,
Olympia Friesen,
Olympia Toy,
Oma Hammes IV,
Omar Lehner,
Omar Shields,
Omega Cartwright PhD,
Omega Hyatt,
Omer Rippin,
Omer Volkman,
Ona Torp,
Onie Kovacek,-5.219999999999999
Onie Schulist Ret.,
Onita Botsford,
Onita Mante DO,
Opal Boyle DO,
Opal Franecki,
Ophelia Nikolaus,
Ophelia Prohaska,
Oralia Jaskolski,
Oren Friesen,
Oren Hagenes,
Oren Hane,
Orlando Hermiston,
Orlando Rutherford,
Orpha VonRueden,
Orval Smith,
Orville Bergnaum III,
Oscar Emmerich,
Oscar Gorczany,
Oscar Kunde,
Oscar Schmidt,
Oscar Simonis,
Oscar Tillman,
Oscar Zieme,
Osvaldo Bartoletti,
Osvaldo Block,
Osvaldo Smitham CPA,
Oswaldo Hudson,
Oswaldo Koelpin,
Oswaldo Rutherford,
Oswaldo Schulist,
Oswaldo Veum Jr.,
Otelia Collins,
Otha Bailey,
Otha Connelly,
Otha Upton,
Otis Champlin,
Otis Reynolds,
Otis Rohan,
Otis Wisozk,
Otto D'Amore,
Otto Hoeger,
Otto Ritchie,
Otto Schinner,
Owen Walsh,
Ozell Ankunding,
Ozell Willms,
Ozella Hudson,
Ozella Wolff DO,
Ozzie Bahringer,
Ozzie Klocko Ret.,
Ozzie Nolan,
Ozzie Swaniawski VM,
Pa Stroman LLD,
Pablo Abbott,
Pablo Brakus Jr.,
Pablo Fritsch,
Pablo Howe,
Pablo Koch,
Pablo Kunde,
Pablo Paucek,
Pablo Schoen,
Pablo Wyman,
Page Wisoky,
Paige Runolfsdottir,
Palma Huels,
Palmer Auer,
Palmer Ledner,
Palmer Schmitt DC,
Palmira Lang,
Palmira Reinger,
Palmira Veum,
Pam DuBuque,
Pam Effertz DO,
Pamala Crona,
Pamila Wiegand VM,
Pamila Witting,
Pandora Lowe,
Pansy Schaden,
Paola Quitzon,
Paris Goldner,
Paris Gusikowski,
Paris Hegmann,
Paris Huels,
Paris Yost,
Paris Yundt,
Parker Berge,
Parker Bradtke,
Parker Homenick,
Parker Kihn MD,
Parker Padberg,
Parker Treutel Ret.,
Parker Wilderman,
Parthenia Kuhic,
Parthenia Kutch,
Pasquale Orn,
Pat Berge,
Pat Halvorson JD,
Pat Heathcote,
Pat Hintz,
Patience Flatley,
Patience Wilkinson,
Patria Wuckert DO,
Patrica Greenholt JD,
Patricia Beahan,
Patricia Kerluke,
Patricia Muller,
Patricia Veum,
Patricia White,
Patrick Barrows,
Patrick Cormier,
Patrick Hammes,
Patrick Hettinger,
Patrick Marvin,
Patty Metz,
Paul Becker,
Paul Tromp,
Pearl Huel,
Pearl Kunde,
Pearle Walter,
Pearlene Johnson,
Pearlie Schumm,
Pearly Hegmann,
Pedro Rath,
Peggy Glover Sr.,
Peggy Will,
Penelope Herman Ret.,
Penney Douglas,
Penney Farrell,
Penni Shields,
Pennie Bosco,
Pennie Gerlach,
Pennie Smitham,
Pennie Stroman,
Perry Ankunding,
Perry Barrows,
Perry Batz DO,
Perry Ebert III,
Perry Kub,
Perry Lakin,
Perry Rippin,
Perry Schmitt,
Perry Willms,
Pete Breitenberg,
Pete Koch,
Peter Kihn,
Peter Lehner DO,
Petrina Marvin,
Petronila Becker,
Phil Dicki,
Phil Feest,
Phil Moore,
Phil Zieme,
Philip Flatley,
Philip Gutmann,
Philip Hackett VM,
Philip Ryan,
Philip Sanford V,-235.96
Philip Ullrich,
Phillip Corkery,
Phillis Boyle,
Phoebe Stoltenberg,
Phung Parisian,
Phung Romaguera MD,
Phylicia Jaskolski,
Phylicia Murphy,
Phylicia Rodriguez V,
Phylis Stracke,
Phyliss Crist,
Phyliss Kassulke,
Pia Gottlieb,
Pia Roob DVM,
Piedad Sipes,
Pierre Ernser,
Pierre Kirlin,
Pierre Paucek,
Pierre Roberts,
Pok Considine,
Pok Mills,
Polly MacGyver,
Polly Sipes,
Porfirio Anderson,
Porfirio Deckow,
Porfirio Hauck,
Porfirio Jacobs,
Porsha Smith,
Porter Carroll,
Porter Goyette,
Porter Green,
Porter Sanford,
Porter Wunsch,
Portia Bosco,
Portia Kovacek Ret.,
Precious Vandervort,
Pres. Abbie Stiedemann,
Pres. Akiko Sporer,
Pres. Alisia Kerluke,
Pres. Andre Marks,
Pres. Andrea Grant,
Pres. Anisa Pouros,
Pres. Asa McGlynn,
Pres. Augustus Dare,
Pres. Basil Hegmann,
Pres. Beatris Jones,
Pres. Bill Erdman,
Pres. Booker Cruickshank,
Pres. Brent Sauer,
Pres. Brenton Mraz,
Pres. Brice Prosacco,
Pres. Brittaney Lind,
Pres. Buena Kub,
Pres. Burl Prohaska,
Pres. Carlyn Johns,
Pres. Cathleen Schneider,
Pres. Chantay Walker,
Pres. Cindy White,
Pres. Cleta Haley,
Pres. Cordelia Frami,
Pres. Drema Leuschke,
Pres. Dylan Zulauf,
Pres. Easter Hansen,
Pres. Elmo Emard,
Pres. Erika VonRueden,
Pres. Erma Kirlin,
Pres. Esteban Welch,
Pres. Eve Nader,
Pres. Forest Goldner,
Pres. Geneva Wolf,
Pres. Gertha Stanton,
Pres. Harlan Sanford,
Pres. Herschel Fahey,
Pres. Hosea Padberg,
Pres. Ignacio Ernser,
Pres. Ilda Keeling,
Pres. Jacques Funk,
Pres. Jamal Pacocha,
Pres. Janee Deckow,
Pres. Janine Kozey,
Pres. Jeneva Heaney,
Pres. Jetta Ritchie,
Pres. Johnathon Hansen,
Pres. Jonathon Ryan,
Pres. Joslyn Jenkins,
Pres. Justin Dibbert,
Pres. Kandace O'Conner,
Pres. Katrina Beier,
Pres. King Jacobs,
Pres. Landon Collins,
Pres. Leonard Jerde,
Pres. Leopoldo Greenfelder,
Pres. Letha Nienow,
Pres. Libby West,
Pres. Lino Fisher,
Pres. Loria Hartmann,
Pres. Lorilee Johnston,
Pres. Lucien Homenick,
Pres. Luigi Cormier,
Pres. Maisha Schaden,
Pres. Marisela Bayer,
Pres. Meredith Huels,
Pres. Merna Denesik,
Pres. Milagro Macejkovic,
Pres. Miles Romaguera,
Pres. Myles Windler,
Pres. Nathaniel Durgan,
Pres. Nevada Cormier,
Pres. Norman Shields,
Pres. Odette Marquardt,
Pres. Olimpia Kutch,
Pres. Oscar Cummerata,
Pres. Palmer Beahan,
Pres. Pennie McCullough,79.68
Pres. Phillip Heidenreich,
Pres. Renaldo Schaefer,
Pres. Ron Balistreri,
Pres. Roseanna Veum,
Pres. Rosemary Tromp,
Pres. Roxy Mante,
Pres. Sigrid Cremin,
Pres. Takisha Sipes,
Pres. Tammara Rogahn,
Pres. Taylor Terry,
Pres. Terisa Mueller,
Pres. Tesha Lueilwitz,
Pres. Toya Murray,
Pres. Valentine Stanton,
Pres. Verda Cruickshank,
Pres. Veronica Kuhic,
Pres. Vincenzo Dickens,
Pres. Vito Champlin,
Pres. Vonnie Reilly,
Pres. Vonnie Zemlak,
Pres. Wade Jast,
Pres. Wallace Flatley,
Pres. Whitney Shields,
Pres. Wilfred Daugherty,
Pres. Wilfred O'Keefe,
Pres. Yajaira Runte,
Pres. Yasuko Schinner,
Preston Casper,
Preston Gorczany,
Princess Kirlin,
Princess Ryan,
Princess Schinner,
Priscila Collier,
Priscilla Simonis,
Prof. Abe Barton,
Prof. Ada Batz,
Prof. Agustin Ernser,
Prof. Alana Vandervort,
Prof. Alberto Abernathy,
Prof. Aleta Rosenbaum,
Prof. Andy Medhurst,
Prof. Ann Gerlach,
Prof. Anthony Medhurst,
Prof. Antonia Schultz,
Prof. Aracely O'Hara,
Prof. Bart Rodriguez,
Prof. Basil Bartoletti,
Prof. Belkis Gorczany,
Prof. Bennie Berge,
Prof. Bernarda Wunsch,
Prof. Blaine Ward,
Prof. Brad Harris,
Prof. Brendon Rosenbaum,
Prof. Bryon Kuvalis,
Prof. Buddy Conroy,
Prof. Buffy Grant,
Prof. Cammy Williamson,
Prof. Carlos Thompson,
Prof. Carolyn Greenfelder,
Prof. Carri Treutel,
Prof. Cathleen Kutch,
Prof. Chanell Block,
Prof. Chauncey Kulas,
Prof. Cherlyn Walsh,
Prof. Cinderella Breitenberg,
Prof. Colton Walker,
Prof. Coralee Botsford,
Prof. Corina Reinger,
Prof. Cory Lind,
Prof. Crystal Franecki,
Prof. Dalton Toy,
Prof. Denisha Cruickshank,
Prof. Desiree Fay,
Prof. Diego Aufderhar,
Prof. Dominque Marquardt,
Prof. Donita Grimes,
Prof. Eboni Sipes,
Prof. Elton Kohler,
Prof. Erich Marks,
Prof. Erick Dibbert,
Prof. Faustina VonRueden,
Prof. Fay Schuppe,
Prof. Francie Runte,
Prof. Gavin Haag,
Prof. Gil Stoltenberg,
Prof. Giuseppe Blick,
Prof. Graciela Yundt,
Prof. Heike DuBuque,
Prof. Horacio Bartoletti,
Prof. Hyman Hartmann,
Prof. Hyman Kuphal,
Prof. Isaias Grant,
Prof. Jami Mertz,
Prof. Jeanette Turcotte,
Prof. Jeannine Parker,
Prof. Jess Douglas,
Prof. Joannie Waelchi,
Prof. Juliana Jacobs,
Prof. Kandace Hamill,102.03999999999999
Prof. Karyl Brekke,
